epoch,loss,acc,val_loss,val_acc
1,0.7026991248130798,0.4959999918937683,0.6927438378334045,0.5040000081062317
2,0.7097534537315369,0.5444999933242798,0.6788976788520813,0.6140000224113464
3,0.6826011538505554,0.565500020980835,0.6737743020057678,0.5920000076293945
4,0.6496675610542297,0.6265000104904175,0.6302961111068726,0.6430000066757202
5,0.6273967027664185,0.6675000190734863,0.6331843137741089,0.6510000228881836
6,0.5863915681838989,0.6850000023841858,0.622014045715332,0.6290000081062317
7,0.5476064682006836,0.722000002861023,0.5560192465782166,0.6970000267028809
8,0.5308159589767456,0.7394999861717224,0.566112220287323,0.703000009059906
9,0.48719117045402527,0.7735000252723694,0.6322973370552063,0.6800000071525574
10,0.4662555456161499,0.7820000052452087,0.5675748586654663,0.6940000057220459
11,0.4155832529067993,0.8119999766349792,0.9260522127151489,0.625
12,0.3762900233268738,0.8335000276565552,0.6580101847648621,0.675000011920929
13,0.31908372044563293,0.8539999723434448,0.6972850561141968,0.7110000252723694
14,0.2949008643627167,0.8725000023841858,0.6314046382904053,0.7639999985694885
15,0.2377079725265503,0.9014999866485596,0.7740709185600281,0.703000009059906
16,0.19337768852710724,0.9290000200271606,0.8636267781257629,0.7490000128746033
17,0.1744564026594162,0.9309999942779541,1.0007127523422241,0.7139999866485596
18,0.12203972041606903,0.9564999938011169,0.9967705011367798,0.75
19,0.096318319439888,0.9645000100135803,1.4912595748901367,0.6919999718666077
20,0.09277839213609695,0.9710000157356262,1.4179190397262573,0.6880000233650208
21,0.07599279284477234,0.972000002861023,1.2352756261825562,0.7170000076293945
22,0.08563226461410522,0.9679999947547913,1.2428557872772217,0.7350000143051147
23,0.041204217821359634,0.987500011920929,1.5131217241287231,0.7120000123977661
24,0.062040820717811584,0.984000027179718,1.788932204246521,0.718999981880188
25,0.043130673468112946,0.9829999804496765,1.7646902799606323,0.7210000157356262
26,0.04503563046455383,0.9865000247955322,1.624742031097412,0.746999979019165
27,0.06434134393930435,0.984499990940094,1.7181541919708252,0.7429999709129333
28,0.04190497845411301,0.9884999990463257,1.8084259033203125,0.7360000014305115
29,0.051664721220731735,0.9854999780654907,2.2072436809539795,0.7429999709129333
30,0.09619120508432388,0.987500011920929,2.136848211288452,0.7059999704360962
