epoch,loss,acc,val_loss,val_acc
58,0.23485398292541504,0.9089999794960022,0.5927405953407288,0.8069999814033508
59,0.2154698669910431,0.9079999923706055,0.505416750907898,0.847000002861023
60,0.233540341258049,0.9075000286102295,0.4903058409690857,0.8289999961853027
61,0.2318265438079834,0.9079999923706055,0.4564676880836487,0.843999981880188
62,0.253827840089798,0.8995000123977661,0.437961608171463,0.8330000042915344
63,0.20011873543262482,0.9185000061988831,0.4521423876285553,0.8349999785423279
64,0.2012539803981781,0.921500027179718,0.5091331005096436,0.8539999723434448
65,0.21903593838214874,0.9175000190734863,0.45506811141967773,0.8270000219345093
66,0.2307082563638687,0.9104999899864197,0.3982551693916321,0.8610000014305115
67,0.186150923371315,0.9265000224113464,0.5376107692718506,0.8379999995231628
68,0.19846723973751068,0.9204999804496765,0.5366016030311584,0.8460000157356262
69,0.21791855990886688,0.9125000238418579,0.4871808886528015,0.8519999980926514
70,0.20079699158668518,0.925000011920929,0.5195812582969666,0.8370000123977661
71,0.19890151917934418,0.9279999732971191,0.6987451910972595,0.8379999995231628
72,0.2170437127351761,0.9150000214576721,0.5534441471099854,0.8560000061988831
73,0.20022062957286835,0.9279999732971191,0.4269745945930481,0.8640000224113464
74,0.1968776434659958,0.9229999780654907,0.47267386317253113,0.8529999852180481
75,0.17451776564121246,0.9269999861717224,0.5274729132652283,0.8299999833106995
76,0.19533024728298187,0.9290000200271606,0.6291567087173462,0.8230000138282776
77,0.17237171530723572,0.9390000104904175,0.7225292921066284,0.8379999995231628
78,0.1789248138666153,0.9330000281333923,0.5361196994781494,0.8330000042915344
79,0.19086246192455292,0.9275000095367432,0.5512762069702148,0.8479999899864197
80,0.1541002243757248,0.9390000104904175,0.5350577235221863,0.859000027179718
81,0.17601031064987183,0.9369999766349792,0.9296323657035828,0.8159999847412109
82,0.16386304795742035,0.9390000104904175,0.5739213228225708,0.8610000014305115
83,0.17001406848430634,0.9375,0.5442860722541809,0.8339999914169312
84,0.17317454516887665,0.9309999942779541,0.6917591094970703,0.847000002861023
85,0.16410112380981445,0.9394999742507935,0.6445844173431396,0.8360000252723694
86,0.16814106702804565,0.9340000152587891,0.6004139184951782,0.8510000109672546
87,0.1762150079011917,0.9390000104904175,0.4665467441082001,0.8650000095367432
88,0.1781075894832611,0.9340000152587891,0.6195775270462036,0.8510000109672546
89,0.17259110510349274,0.9430000185966492,0.5788178443908691,0.8429999947547913
90,0.19480563700199127,0.9355000257492065,0.6103167533874512,0.8569999933242798
91,0.13436874747276306,0.9490000009536743,0.7824679613113403,0.8289999961853027
92,0.17536288499832153,0.9375,0.6261357665061951,0.8650000095367432
93,0.17562846839427948,0.9334999918937683,0.4921666383743286,0.8640000224113464
94,0.18682590126991272,0.9380000233650208,0.5194872617721558,0.8410000205039978
95,0.17571566998958588,0.9319999814033508,0.5267686247825623,0.8610000014305115
96,0.1595047563314438,0.9449999928474426,0.6759067177772522,0.8619999885559082
97,0.15308699011802673,0.9470000267028809,0.7836597561836243,0.8460000157356262
98,0.17263789474964142,0.9409999847412109,0.5546247959136963,0.8640000224113464
99,0.139838308095932,0.9495000243186951,0.6070634722709656,0.8769999742507935
100,0.14610107243061066,0.9459999799728394,0.9745758175849915,0.8289999961853027
