epoch,loss,acc,val_loss,val_acc
1,2.2389962673187256,0.9010000228881836,0.5617093443870544,0.9589999914169312
2,0.7449761629104614,0.9555000066757202,0.3759634494781494,0.972000002861023
3,0.3497357666492462,0.9754999876022339,0.5026990175247192,0.9700000286102295
4,0.2473839670419693,0.9785000085830688,0.3725498616695404,0.972000002861023
5,0.18185023963451385,0.9850000143051147,0.3865552544593811,0.9779999852180481
6,0.16891226172447205,0.9884999990463257,0.6566431522369385,0.9679999947547913
7,0.1411484330892563,0.9879999756813049,0.6640986204147339,0.972000002861023
8,0.10068146884441376,0.9909999966621399,0.6633561253547668,0.9739999771118164
9,0.09056654572486877,0.9934999942779541,0.647240161895752,0.9750000238418579
10,0.15437482297420502,0.9934999942779541,0.5953445434570312,0.9760000109672546
11,0.06013357266783714,0.9965000152587891,0.5689907670021057,0.9800000190734863
12,0.10300479829311371,0.9940000176429749,0.5883073210716248,0.9789999723434448
13,0.0851149931550026,0.9944999814033508,0.8228031396865845,0.9670000076293945
14,0.060508765280246735,0.9940000176429749,0.6338710784912109,0.9739999771118164
15,0.023648804053664207,0.9984999895095825,0.579171359539032,0.9739999771118164
16,0.04069623351097107,0.9965000152587891,0.541212797164917,0.9729999899864197
17,0.03361237794160843,0.9980000257492065,0.6104173064231873,0.9750000238418579
18,0.024680543690919876,0.9975000023841858,0.5699561238288879,0.9750000238418579
19,0.06962394714355469,0.9944999814033508,0.5541012287139893,0.9800000190734863
20,0.020811360329389572,0.996999979019165,0.6133310198783875,0.9739999771118164
21,0.03949214890599251,0.9975000023841858,0.6176711916923523,0.9729999899864197
22,0.07927293330430984,0.9955000281333923,0.6166017651557922,0.9760000109672546
23,0.09075253456830978,0.9950000047683716,0.6768848299980164,0.9739999771118164
24,0.0757281556725502,0.9950000047683716,0.6170200109481812,0.9789999723434448
25,0.05354009568691254,0.996999979019165,0.5605960488319397,0.9760000109672546
26,0.056669626384973526,0.9955000281333923,0.6670025587081909,0.9760000109672546
27,0.0605810284614563,0.9955000281333923,0.70291668176651,0.9739999771118164
28,0.04075382277369499,0.9955000281333923,0.9845855832099915,0.9710000157356262
29,0.02637847699224949,0.9980000257492065,0.8578998446464539,0.968999981880188
30,0.04473298788070679,0.9955000281333923,0.748012125492096,0.9750000238418579
